dataset,n,R,metodo,tiempo
FB_res_peso_asc,0,50000,FB,0.003216
FB_res_peso_asc,1,4,FB,0.003356
FB_res_peso_asc,2,17,FB,0.001743
FB_res_peso_asc,3,11,FB,0.001803
FB_res_peso_asc,4,40,FB,0.002084
FB_res_peso_asc,5,40,FB,0.002856
FB_res_peso_asc,6,51,FB,0.005691
FB_res_peso_asc,7,63,FB,0.005139
FB_res_peso_asc,8,78,FB,0.008606
FB_res_peso_asc,9,85,FB,0.020748
FB_res_peso_asc,10,100,FB,0.016
FB_res_peso_asc,11,103,FB,0.025728
FB_res_peso_asc,12,113,FB,0.04272
FB_res_peso_asc,13,130,FB,0.102521
FB_res_peso_asc,14,135,FB,0.368848
FB_res_peso_asc,15,142,FB,0.380721
FB_res_peso_asc,16,157,FB,0.650253
FB_res_peso_asc,17,156,FB,2.92181
FB_res_peso_asc,18,153,FB,7.57911
FB_res_peso_asc,19,183,FB,13.7835
FB_res_peso_asc,20,199,FB,23.4941
FB_res_peso_asc,21,197,FB,30.1006
FB_res_peso_asc,22,214,FB,41.5527
FB_res_peso_asc,23,225,FB,83.4701
FB_res_peso_asc,24,237,FB,158.661
FB_res_peso_asc,25,242,FB,323.972
FB_res_peso_asc,26,242,FB,603.491
FB_res_peso_asc,27,266,FB,1227.03
FB_res_peso_asc,28,278,FB,2447.05
FB_res_peso_asc,29,281,FB,5542.98
FB_res_peso_asc,30,281,FB,10159.6
FB_res_peso_desc,0,49994,FB,0.001633
FB_res_peso_desc,1,10,FB,0.001523
FB_res_peso_desc,2,19,FB,0.001403
FB_res_peso_desc,3,28,FB,0.003727
FB_res_peso_desc,4,25,FB,0.002635
FB_res_peso_desc,5,43,FB,0.002976
FB_res_peso_desc,6,54,FB,0.004368
FB_res_peso_desc,7,62,FB,0.006772
FB_res_peso_desc,8,76,FB,0.014327
FB_res_peso_desc,9,88,FB,0.024816
FB_res_peso_desc,10,97,FB,0.034966
FB_res_peso_desc,11,107,FB,0.03784
FB_res_peso_desc,12,110,FB,0.060082
FB_res_peso_desc,13,126,FB,0.111248
FB_res_peso_desc,14,137,FB,0.207076
FB_res_peso_desc,15,135,FB,0.729812
FB_res_peso_desc,16,157,FB,0.926518
FB_res_peso_desc,17,165,FB,1.61937
FB_res_peso_desc,18,179,FB,3.57394
FB_res_peso_desc,19,167,FB,7.34458
FB_res_peso_desc,20,193,FB,24.0804
FB_res_peso_desc,21,200,FB,19.6688
FB_res_peso_desc,22,215,FB,43.9633
FB_res_peso_desc,23,222,FB,93.9242
FB_res_peso_desc,24,231,FB,160.262
FB_res_peso_desc,25,240,FB,318.829
FB_res_peso_desc,26,247,FB,641.082
FB_res_peso_desc,27,249,FB,1297.63
FB_res_peso_desc,28,280,FB,2612.28
FB_res_peso_desc,29,284,FB,5157.11
FB_res_peso_desc,30,292,FB,10377.9
